MCC,ZIPCode,Currency,CardType,Device,Flag
3569,299,2,3,3,Normal
8001,165,1,2,2,Fraud
9431,219,1,2,3,Normal
5676,119,3,3,1,Fraud
1637,271,1,3,1,Normal
4002,240,1,1,1,Fraud
6258,11,1,1,2,Normal
2992,229,1,1,3,Normal
9749,134,1,1,3,Normal
9387,39,1,1,2,Fraud
5783,103,1,2,1,Fraud
4620,239,3,3,1,Normal
3214,225,1,1,3,Fraud
7347,287,1,2,3,Fraud
9160,24,1,3,3,Normal
3629,106,1,1,3,Normal
9602,312,3,3,3,Normal
9046,240,2,3,1,Fraud
8663,12,1,2,3,Fraud
8128,211,2,1,2,Normal
9865,32,2,3,1,Normal
9797,247,2,2,1,Fraud
5358,246,2,3,3,Fraud
9690,194,1,2,3,Fraud
3752,200,2,1,2,Normal
8674,22,3,1,1,Fraud
4747,311,1,2,2,Normal
8753,172,1,1,1,Fraud
8829,297,3,2,3,Normal
6225,135,2,2,1,Fraud
9054,122,2,1,1,Fraud
1086,170,3,3,2,Normal
4438,192,2,1,3,Normal
2324,86,3,2,3,Normal
7669,310,2,2,2,Fraud
9974,134,1,1,1,Fraud
7658,289,1,2,3,Fraud
8175,42,1,3,2,Fraud
5358,256,2,3,1,Fraud
8312,263,2,2,2,Fraud
6826,87,1,1,2,Fraud
9368,77,1,3,2,Fraud
1819,5,2,2,3,Fraud
4569,234,2,3,1,Fraud
5868,42,2,1,2,Normal
2167,249,1,2,2,Fraud
6128,160,3,3,3,Fraud
7034,267,2,2,3,Normal
3294,297,1,2,2,Fraud
7636,256,1,3,2,Fraud
2089,135,3,3,3,Fraud
4508,274,1,3,2,Fraud
9825,262,2,3,1,Normal
6817,204,2,3,2,Normal
2337,181,1,2,2,Normal
3624,169,2,1,3,Fraud
6066,170,1,2,1,Normal
5939,138,3,2,1,Fraud
6458,32,2,1,3,Fraud
1254,308,3,3,1,Normal
7882,73,1,3,2,Fraud
4621,21,2,3,3,Normal
3521,110,3,3,3,Normal
3074,122,1,1,2,Normal
5385,55,3,2,3,Normal
3797,197,1,1,1,Fraud
7074,315,1,3,3,Fraud
3363,206,1,3,3,Fraud
3938,28,3,2,1,Fraud
5764,56,1,2,2,Normal
6855,145,1,1,1,Normal
3075,194,3,3,3,Normal
5713,209,2,1,3,Fraud
7704,183,2,1,1,Fraud
6284,133,1,1,1,Normal
8529,138,3,2,1,Normal
1114,163,3,1,3,Fraud
6162,50,2,1,2,Fraud
5607,79,1,2,3,Fraud
6553,290,3,3,2,Fraud
7943,83,1,2,2,Normal
7838,80,1,1,1,Normal
5664,98,3,3,3,Fraud
3081,316,1,3,3,Fraud
3534,1,3,1,2,Fraud
5004,230,1,3,3,Fraud
4059,259,2,1,3,Normal
2435,101,2,3,1,Fraud
9444,62,3,1,3,Fraud
4540,136,1,2,2,Fraud
2109,306,3,2,2,Fraud
8315,233,3,1,2,Fraud
2047,176,2,2,1,Normal
1990,23,1,1,2,Fraud
1971,166,2,3,3,Fraud
8974,127,3,3,1,Normal
9321,25,2,2,3,Fraud
2626,98,2,1,2,Fraud
8652,105,3,1,1,Normal
1462,46,1,2,3,Fraud
8590,202,3,1,2,Normal
1144,178,1,3,2,Fraud
9373,15,1,1,1,Normal
7015,216,1,1,1,Normal
8067,306,3,2,2,Normal
8191,215,3,1,1,Normal
3589,252,3,3,1,Fraud
7066,315,3,2,3,Normal
1652,141,2,2,1,Fraud
8049,61,2,1,1,Normal
5975,239,1,2,1,Normal
6642,210,2,1,1,Fraud
6870,151,1,2,1,Normal
8768,76,1,1,1,Fraud
1139,309,3,1,3,Fraud
3613,262,2,2,3,Normal
9045,297,3,3,1,Fraud
1200,37,3,3,3,Normal
8473,158,2,3,2,Fraud
9377,215,3,2,1,Fraud
4550,44,2,1,2,Fraud
2828,107,1,2,1,Fraud
3451,167,2,3,1,Fraud
2337,260,3,1,1,Normal
2053,66,3,1,3,Normal
3997,294,1,3,3,Fraud
5231,133,1,2,1,Fraud
4201,132,3,3,3,Normal
9720,293,2,3,1,Normal
4307,211,1,1,2,Fraud
8459,60,1,3,3,Normal
9039,293,3,1,2,Fraud
2343,82,2,1,2,Fraud
3926,82,3,1,2,Normal
9975,70,1,1,2,Fraud
5934,311,3,2,1,Normal
2091,80,3,1,1,Fraud
4790,313,3,3,2,Normal
2436,162,1,1,1,Fraud
1944,173,3,2,2,Fraud
1882,55,1,3,1,Normal
2014,108,2,2,1,Fraud
7538,160,2,2,2,Normal
1192,226,2,2,1,Fraud
9783,74,2,2,3,Normal
4631,289,3,3,3,Fraud
5625,296,2,3,2,Normal
4048,63,2,3,1,Normal
8981,114,1,1,2,Normal
4372,167,1,1,1,Normal
6815,92,3,2,1,Normal
2802,87,2,3,3,Fraud
9595,37,2,2,2,Fraud
9530,27,3,2,1,Normal
3777,21,3,3,3,Normal
2360,20,1,1,1,Normal
5118,8,2,3,2,Fraud
8699,67,1,3,2,Fraud
1571,124,2,1,2,Fraud
3048,135,2,2,1,Fraud
2806,257,3,1,3,Fraud
2850,129,2,3,1,Normal
2515,1,1,2,1,Normal
7787,218,1,1,2,Fraud
7823,118,3,3,3,Normal
6745,112,1,3,1,Fraud
6835,26,3,3,2,Normal
1335,133,3,2,3,Fraud
7677,41,1,1,2,Normal
7538,103,2,1,2,Fraud
8390,197,3,1,2,Fraud
7072,107,2,1,2,Fraud
3971,48,2,1,3,Fraud
7384,75,1,3,3,Fraud
9674,289,3,1,2,Fraud
4880,52,2,1,1,Normal
4157,233,1,2,1,Fraud
2469,267,1,3,2,Fraud
6601,219,1,3,1,Fraud
1140,199,3,1,2,Normal
3757,31,1,3,1,Normal
8001,188,1,3,2,Normal
8611,199,3,3,1,Normal
1936,267,1,2,2,Fraud
9545,147,3,2,2,Normal
3942,34,1,2,3,Fraud
1458,28,2,3,1,Fraud
3873,200,1,3,2,Fraud
4294,10,3,1,3,Fraud
1280,233,3,2,2,Normal
2968,278,3,2,1,Fraud
1749,262,3,1,2,Fraud
5373,37,2,2,3,Fraud
1204,278,1,3,2,Fraud
1170,127,2,3,2,Normal
6940,174,2,3,1,Normal
5710,168,3,1,2,Normal
1351,191,3,2,2,Normal
3514,228,2,3,2,Fraud
5407,255,3,1,2,Fraud
1324,11,1,1,2,Normal
7667,25,2,1,1,Normal
1183,176,2,1,3,Fraud
7468,286,3,3,2,Fraud
7231,280,1,1,1,Normal
1001,109,2,1,3,Fraud
3019,135,1,1,3,Normal
2854,186,3,1,2,Fraud
2875,315,2,1,2,Fraud
4803,16,2,2,1,Normal
6613,7,2,3,2,Normal
9181,53,3,2,3,Normal
6603,182,3,3,3,Normal
8486,136,3,2,1,Fraud
7945,46,2,1,1,Fraud
1067,237,1,1,3,Normal
7011,216,2,1,2,Normal
8790,251,3,3,2,Fraud
1619,264,1,3,2,Normal
9142,94,1,3,2,Fraud
2886,105,3,2,2,Fraud
3745,218,3,3,1,Fraud
9878,25,2,2,2,Normal
8319,60,2,1,1,Normal
4256,313,1,3,3,Normal
9639,209,1,1,1,Normal
8511,57,3,1,1,Fraud
7608,17,1,1,1,Normal
6530,181,3,2,3,Normal
5556,276,3,1,1,Normal
7327,235,2,1,3,Normal
4421,37,1,3,1,Normal
6460,194,1,1,2,Fraud
2755,109,2,2,3,Normal
7231,220,2,3,3,Normal
2073,73,1,2,3,Normal
6132,148,1,1,1,Normal
8291,215,3,2,3,Fraud
5668,133,2,1,3,Fraud
4608,226,3,2,1,Normal
8199,35,1,3,1,Fraud
9843,126,1,1,3,Normal
5168,161,2,3,3,Fraud
1349,125,2,3,1,Normal
8941,75,2,3,2,Fraud
6502,256,1,1,1,Normal
9698,186,2,1,2,Fraud
5869,286,3,2,3,Normal
6906,144,3,2,3,Fraud
2023,211,2,3,2,Normal
4930,34,3,1,3,Normal
7522,285,2,3,3,Fraud
2862,99,3,3,2,Fraud
7547,41,2,2,2,Normal
4390,190,2,1,1,Normal
3912,18,3,3,3,Normal
4922,59,1,3,1,Fraud
1875,312,1,3,2,Normal
1453,45,1,1,1,Fraud
3572,315,3,3,3,Fraud
8193,246,1,3,3,Normal
7020,299,2,2,3,Fraud
1150,249,2,2,2,Normal
6631,315,2,3,3,Fraud
3836,191,1,3,3,Fraud
5640,143,1,3,2,Fraud
2262,293,3,1,2,Normal
9749,283,3,2,1,Normal
5706,110,1,3,1,Normal
1389,166,3,3,3,Normal
3168,54,3,2,2,Normal
4280,215,2,2,3,Fraud
7797,258,3,1,3,Fraud
9974,305,3,3,3,Normal
7993,275,3,2,1,Fraud
3044,80,1,2,3,Normal
8391,92,2,2,3,Fraud
1895,277,3,2,2,Normal
4231,300,2,3,2,Normal
6737,216,2,2,2,Fraud
6010,194,3,3,1,Normal
2095,80,2,2,2,Normal
4553,296,2,1,2,Fraud
8652,7,3,3,2,Normal
3274,50,1,1,2,Fraud
1026,77,1,3,2,Fraud
9874,305,3,2,1,Fraud
1931,31,2,2,1,Normal
1546,127,2,1,2,Fraud
9064,68,3,1,3,Fraud
3032,66,3,2,1,Normal
3916,124,2,1,2,Normal
2170,267,3,1,2,Fraud
7036,50,3,1,1,Normal
4890,316,3,3,2,Normal
4042,24,2,2,2,Normal
9244,204,2,1,2,Normal
9864,28,3,3,2,Fraud
1736,273,3,2,2,Fraud
4194,47,2,2,1,Fraud
7563,12,3,3,2,Normal
6224,208,3,2,2,Fraud
9669,38,1,3,2,Fraud
8726,34,2,3,2,Normal
4745,10,1,3,2,Normal
9981,255,1,2,2,Fraud
3714,119,1,2,2,Normal
7933,186,3,2,1,Normal
5307,10,1,1,3,Fraud
9064,8,2,3,2,Fraud
7743,281,1,1,1,Normal
5810,265,3,2,1,Fraud
8558,144,3,3,2,Fraud
2530,229,1,1,3,Normal
9722,272,3,3,3,Fraud
8662,165,1,3,2,Fraud
1293,209,3,3,2,Normal
1240,20,2,1,2,Normal
2490,106,2,2,3,Fraud
3321,175,3,1,3,Fraud
4580,88,1,2,3,Fraud
4677,107,2,3,2,Normal
5590,294,2,3,2,Fraud
3728,112,3,3,2,Normal
4600,163,1,2,3,Normal
8626,236,3,3,2,Normal
8081,263,3,2,1,Fraud
3168,180,1,3,2,Fraud
3359,15,3,2,2,Normal
4822,250,1,1,3,Fraud
4134,69,1,2,3,Fraud
3982,95,1,2,2,Normal
5505,110,2,3,2,Normal
2839,20,1,1,2,Fraud
7420,200,1,3,2,Normal
3778,281,2,1,2,Fraud
2907,232,1,1,3,Normal
1477,298,2,3,1,Fraud
6110,91,1,3,1,Normal
7848,55,1,1,1,Normal
3040,8,3,3,3,Fraud
3459,244,3,3,3,Normal
5974,264,3,3,1,Normal
6806,246,3,1,1,Fraud
5312,121,1,1,1,Fraud
7312,245,3,2,1,Normal
5490,258,2,2,3,Fraud
1168,101,2,1,3,Normal
7841,43,2,3,1,Normal
3254,179,3,2,1,Normal
5180,87,3,1,2,Normal
7078,68,1,3,2,Normal
9228,167,2,3,1,Fraud
3845,208,2,1,3,Fraud
5036,58,2,2,1,Normal
7395,74,1,3,1,Normal
3274,254,3,3,3,Normal
6596,87,3,1,2,Normal
9499,29,3,2,2,Normal
9475,56,1,3,2,Fraud
2825,76,1,1,3,Fraud
4715,244,2,1,1,Normal
1329,74,1,3,1,Normal
6574,17,3,1,2,Fraud
4596,6,3,1,3,Normal
4734,25,2,2,1,Normal
6768,104,2,1,2,Normal
1384,200,3,1,1,Normal
4769,151,3,3,3,Fraud
3372,47,1,3,1,Fraud
6148,254,1,1,2,Fraud
8888,117,3,1,2,Fraud
8986,105,2,3,3,Fraud
2144,44,2,3,1,Normal
3262,304,3,3,3,Normal
1022,200,1,2,2,Fraud
8027,146,2,3,3,Fraud
8738,116,2,3,2,Normal
5967,267,1,2,2,Normal
5227,65,3,1,3,Normal
6508,217,1,3,1,Fraud
2734,229,1,2,1,Fraud
8336,163,3,1,3,Normal
7450,118,2,2,1,Normal
6425,270,1,1,3,Normal
7646,199,2,3,2,Fraud
4841,280,1,1,1,Normal
3703,88,1,1,2,Fraud
6123,129,3,1,1,Fraud
4740,311,2,2,3,Fraud
6216,61,1,1,3,Normal
5031,216,2,1,3,Normal
2787,174,2,2,1,Fraud
3746,162,2,1,2,Fraud
2494,263,1,2,1,Normal
9140,119,3,2,3,Normal
9917,23,2,1,1,Normal
2348,147,3,1,2,Normal
8434,31,1,2,2,Fraud
4369,29,1,1,3,Normal
2446,75,3,2,1,Fraud
4511,99,1,1,3,Normal
3157,315,2,3,3,Fraud
2407,251,3,1,2,Normal
8956,281,2,2,2,Fraud
4061,50,2,3,2,Fraud
1198,228,1,1,1,Fraud
2469,308,1,3,2,Fraud
3883,50,1,3,2,Normal
6023,184,1,2,2,Normal
2225,74,2,1,1,Normal
3340,112,2,3,1,Fraud
3833,274,2,3,1,Normal
1106,168,2,3,3,Normal
8570,21,1,2,3,Normal
5366,194,1,2,3,Normal
8244,177,1,1,2,Fraud
8638,178,1,2,2,Fraud
4049,27,2,2,2,Fraud
5020,159,1,3,2,Fraud
7936,265,3,1,2,Normal
6944,218,2,2,3,Fraud
3293,56,3,3,3,Fraud
8171,258,2,1,2,Fraud
4421,268,2,2,2,Normal
2934,37,3,1,1,Fraud
5100,49,3,2,2,Fraud
4076,232,3,1,2,Fraud
7349,76,3,1,2,Normal
8091,108,3,1,2,Fraud
2832,52,2,1,3,Fraud
1153,172,1,3,3,Normal
7844,2,3,1,2,Normal
4140,75,1,1,1,Fraud
2985,284,3,2,1,Fraud
3578,223,2,3,1,Fraud
2749,6,3,1,2,Fraud
8312,277,1,3,2,Fraud
1941,291,2,1,3,Fraud
7196,104,1,1,1,Fraud
3520,41,3,1,1,Normal
1828,203,3,2,1,Fraud
4614,237,1,3,1,Normal
8251,232,1,3,3,Fraud
2811,142,3,2,1,Fraud
9946,300,3,1,2,Fraud
7836,188,2,2,1,Normal
3274,56,2,3,2,Normal
1827,313,3,2,2,Fraud
8613,297,1,3,2,Fraud
9751,59,1,1,2,Fraud
9952,70,2,1,2,Normal
1679,76,1,3,3,Fraud
9898,259,3,2,3,Normal
4336,311,3,1,3,Fraud
7684,266,2,1,1,Fraud
3813,83,3,1,2,Fraud
9482,23,1,2,1,Normal
6331,45,3,1,3,Normal
3311,99,2,2,2,Normal
5657,312,1,1,1,Normal
4541,78,2,3,3,Normal
2621,126,3,3,1,Fraud
9911,69,3,2,3,Normal
9479,102,3,2,1,Normal
7239,126,2,2,3,Fraud
6871,49,1,3,2,Normal
9588,11,3,3,3,Normal
8745,12,2,3,1,Normal
2079,61,3,3,3,Fraud
1456,59,1,3,2,Fraud
2885,52,1,3,3,Fraud
8124,10,2,3,1,Fraud
4537,13,1,3,2,Fraud
7401,15,2,2,3,Fraud
7254,60,1,3,2,Fraud
7118,111,3,2,1,Normal
1726,266,2,1,2,Normal
9698,24,2,1,3,Fraud
9785,255,1,2,3,Normal
4149,176,2,3,2,Fraud
6081,283,2,1,3,Fraud
5912,85,1,3,1,Normal
7856,41,3,1,2,Fraud
4120,181,3,2,2,Normal
4622,214,1,3,3,Normal
4071,229,2,2,2,Fraud
4035,90,1,3,3,Fraud
1485,216,2,2,2,Fraud
3378,51,2,3,1,Fraud
7459,210,1,2,1,Fraud
9591,74,2,3,2,Fraud
3459,237,1,3,2,Normal
2256,294,1,2,1,Fraud
3697,229,2,3,3,Fraud
8017,310,1,3,1,Normal
8851,251,2,2,3,Normal
5546,219,2,2,1,Fraud
9197,315,3,2,1,Fraud
1536,164,3,1,1,Normal
2239,19,1,2,1,Fraud
7274,165,1,3,3,Fraud
3335,44,3,2,2,Fraud
9401,312,1,3,2,Fraud
5656,23,2,3,1,Normal
3591,171,1,2,1,Normal
6096,316,3,1,2,Normal
8863,292,3,1,1,Normal
4762,127,3,2,1,Normal
9568,274,1,1,1,Normal
8136,210,1,2,1,Fraud
8920,164,3,1,3,Normal
4528,102,2,3,1,Normal
5455,62,3,1,3,Fraud
6409,35,1,2,1,Normal
1334,20,1,2,1,Normal
4408,207,1,3,2,Fraud
5471,232,1,2,1,Fraud
3255,144,3,3,2,Normal
6193,61,1,3,2,Fraud
5290,132,3,2,2,Normal
4241,42,1,3,1,Normal
1250,265,1,2,1,Normal
3072,225,3,1,3,Fraud
6012,225,3,3,1,Fraud
9791,218,3,2,3,Normal
9152,189,1,2,1,Fraud
2228,198,3,1,2,Normal
6116,38,3,1,2,Fraud
7688,243,2,3,1,Normal
9638,18,1,3,2,Fraud
7835,231,2,2,1,Normal
6711,259,1,3,3,Normal
5046,289,3,2,3,Normal
9779,36,2,3,3,Fraud
8650,266,1,2,3,Fraud
6475,153,3,1,1,Normal
6738,61,3,2,1,Normal
4926,9,2,1,2,Normal
3235,62,3,2,3,Normal
8132,218,2,1,1,Fraud
5324,231,2,1,3,Normal
6805,146,1,1,1,Fraud
2396,225,1,3,3,Normal
4955,13,1,2,2,Normal
4408,273,3,3,3,Normal
3719,39,2,3,1,Normal
7249,93,2,2,3,Normal
7856,154,1,3,3,Fraud
3481,131,3,1,2,Fraud
2558,145,1,3,3,Normal
9048,132,1,1,3,Normal
5152,242,3,3,3,Normal
3856,25,1,2,1,Fraud
7559,233,2,2,2,Fraud
9185,117,1,1,2,Fraud
7529,96,2,2,1,Normal
2992,284,1,3,1,Fraud
2261,308,3,1,2,Normal
3917,12,1,2,1,Fraud
2021,246,3,3,1,Fraud
3922,63,1,3,3,Normal
6570,214,1,3,1,Normal
5222,163,3,2,3,Fraud
9767,233,2,3,3,Fraud
3911,189,1,1,1,Fraud
6234,123,3,2,3,Fraud
9913,271,3,1,3,Fraud
2661,270,2,2,2,Normal
3324,274,2,3,2,Normal
3145,280,1,1,2,Fraud
7678,122,1,1,3,Fraud
5569,39,1,2,1,Fraud
6200,315,3,3,1,Normal
1805,225,3,1,1,Normal
4837,257,2,2,3,Fraud
7620,152,2,3,1,Fraud
8693,209,2,3,1,Fraud
9805,261,1,1,1,Fraud
2519,259,3,2,1,Normal
2061,286,3,3,1,Fraud
2735,237,1,1,3,Fraud
6917,261,2,2,1,Fraud
9370,34,2,1,2,Fraud
1868,113,1,3,1,Fraud
1163,282,1,1,1,Fraud
4595,4,1,2,3,Fraud
2806,298,3,1,2,Fraud
9989,23,1,3,3,Normal
9999,221,3,1,3,Normal
4497,273,2,1,2,Fraud
5842,11,1,3,1,Fraud
3584,85,1,1,3,Fraud
2554,234,1,1,1,Normal
3455,132,1,1,1,Fraud
1000,315,1,2,1,Normal
7979,270,2,3,2,Fraud
7767,190,2,2,2,Fraud
7246,211,1,2,2,Normal
4244,125,3,1,3,Normal
8656,13,2,2,3,Fraud
5446,83,2,1,1,Fraud
1223,86,2,3,3,Normal
2055,227,1,2,3,Fraud
8342,168,1,1,2,Normal
5492,262,3,3,3,Fraud
9403,303,3,1,2,Normal
1224,128,3,2,2,Fraud
4312,175,2,2,1,Normal
5926,284,2,1,1,Fraud
3640,43,2,1,3,Normal
6595,119,1,1,1,Normal
1232,113,3,2,3,Fraud
1133,241,3,3,3,Normal
6176,136,2,2,1,Fraud
7218,49,1,2,1,Fraud
6552,119,3,1,3,Normal
5945,195,1,3,2,Normal
1888,309,2,1,1,Normal
8099,165,1,3,1,Fraud
4450,87,1,3,3,Normal
9443,277,3,3,3,Normal
4229,12,1,1,3,Fraud
6857,294,1,2,3,Fraud
5475,255,2,3,2,Fraud
9949,2,3,3,2,Normal
7119,252,2,3,2,Normal
8303,58,2,2,3,Fraud
4254,309,3,1,1,Normal
7606,25,2,2,2,Normal
2149,233,3,1,3,Normal
8886,236,1,2,3,Normal
9738,299,2,1,1,Fraud
4136,95,3,3,2,Fraud
2030,253,1,3,1,Normal
2377,257,1,1,1,Fraud
3188,51,2,3,2,Fraud
6899,101,3,3,1,Fraud
2460,83,2,3,3,Normal
6600,202,1,3,3,Normal
7663,259,3,1,2,Fraud
2680,56,2,1,1,Normal
6951,249,1,2,3,Normal
1678,239,3,1,3,Normal
2472,300,3,1,1,Normal
5483,304,1,3,3,Fraud
9803,66,3,1,1,Normal
2397,18,3,2,1,Fraud
7524,40,3,3,1,Fraud
4922,133,1,2,1,Fraud
6564,46,1,1,1,Fraud
5634,45,2,1,1,Fraud
4164,286,2,1,2,Fraud
2677,251,1,3,1,Normal
8541,238,1,3,3,Normal
3059,178,3,3,2,Fraud
1946,130,3,1,1,Fraud
9394,58,1,1,1,Fraud
6706,260,2,2,1,Normal
8247,285,3,1,3,Normal
5029,8,3,2,3,Fraud
3390,294,2,2,2,Normal
1148,297,2,1,3,Fraud
7564,59,1,2,1,Normal
3115,215,1,3,2,Normal
7956,41,2,1,3,Normal
8071,271,3,1,2,Normal
5789,123,2,2,1,Fraud
1404,138,3,3,3,Normal
8264,193,2,2,1,Fraud
1723,28,2,1,3,Fraud
3992,24,2,2,1,Fraud
5761,163,2,2,3,Fraud
4722,131,3,3,2,Fraud
5097,81,2,3,3,Normal
1911,108,3,1,3,Normal
5948,281,3,1,2,Fraud
3187,305,2,2,3,Fraud
8136,181,1,1,1,Normal
1277,108,1,2,2,Normal
6998,110,2,3,3,Normal
8526,6,1,1,3,Fraud
3500,214,2,2,2,Fraud
5415,178,3,3,1,Normal
5429,115,1,2,2,Fraud
3471,255,3,2,3,Normal
7808,203,1,2,1,Fraud
3760,228,3,1,1,Fraud
5374,13,3,3,2,Fraud
9418,33,2,2,3,Normal
5066,106,3,2,3,Fraud
2580,6,3,2,3,Normal
7004,109,3,2,1,Fraud
4964,316,3,1,1,Normal
5563,313,3,2,1,Fraud
4825,108,3,3,2,Normal
6539,180,2,1,1,Normal
1514,312,2,1,2,Fraud
7033,286,2,2,1,Normal
2624,13,1,2,2,Fraud
3874,105,2,2,3,Fraud
9886,157,3,3,3,Fraud
5368,105,1,3,1,Fraud
3881,30,1,1,3,Normal
5319,193,2,2,3,Fraud
1126,119,1,2,3,Fraud
7281,280,2,2,1,Fraud
9142,171,3,3,2,Fraud
5535,94,3,1,2,Normal
7296,197,2,2,3,Fraud
6242,126,2,1,3,Normal
6648,305,1,3,2,Normal
4973,48,1,3,3,Fraud
5332,78,1,1,1,Fraud
3533,253,3,2,3,Normal
8754,274,3,3,1,Fraud
3654,231,1,2,3,Fraud
1060,171,3,2,1,Normal
7528,216,2,3,1,Normal
9283,91,3,3,1,Normal
7698,307,1,1,1,Fraud
7101,30,2,3,3,Fraud
2702,10,1,3,2,Normal
7710,42,1,2,2,Fraud
3255,65,2,3,2,Normal
7408,121,1,3,2,Fraud
3098,217,2,3,2,Normal
9383,108,2,2,2,Fraud
5337,244,2,3,2,Fraud
7017,282,2,1,1,Fraud
2399,176,3,1,2,Normal
4841,181,3,2,3,Normal
1947,308,3,2,3,Normal
5200,197,2,1,1,Fraud
2432,309,3,2,3,Normal
1448,288,1,1,2,Normal
1905,275,2,2,2,Normal
1009,116,3,2,2,Fraud
3435,1,1,1,2,Normal
3436,68,3,1,3,Normal
4210,92,1,1,2,Fraud
9238,151,1,1,2,Normal
5362,309,2,2,2,Normal
5737,148,2,1,3,Normal
6820,178,1,1,1,Normal
2404,278,2,3,2,Fraud
2468,149,3,2,3,Normal
8051,279,1,2,2,Normal
9105,66,2,3,2,Normal
9451,39,1,2,3,Normal
1282,265,2,3,1,Normal
1237,233,1,2,3,Normal
2730,299,1,2,1,Fraud
9286,203,1,2,2,Normal
3235,169,1,2,2,Fraud
9634,236,2,2,1,Fraud
2492,76,3,1,3,Fraud
1598,224,2,3,1,Normal
8988,19,2,1,1,Fraud
7173,294,1,2,3,Normal
5608,176,3,1,2,Normal
7944,105,2,2,3,Fraud
6742,56,3,1,1,Fraud
4209,108,1,3,1,Normal
8666,252,1,3,2,Normal
7073,232,1,1,2,Normal
9523,3,3,1,1,Fraud
1239,25,1,1,1,Normal
9070,44,2,2,3,Fraud
2297,14,3,2,3,Normal
1999,184,1,2,3,Normal
6774,278,2,3,2,Normal
5155,47,3,1,2,Normal
9231,62,2,3,1,Fraud
3788,237,2,1,1,Normal
3807,258,2,3,3,Fraud
2751,182,3,1,2,Fraud
7842,80,1,3,2,Normal
2468,252,3,3,2,Normal
6353,124,2,1,3,Fraud
5437,178,3,2,2,Fraud
9337,111,2,3,2,Fraud
3015,14,3,1,1,Fraud
7228,34,3,3,2,Fraud
6448,81,2,2,2,Normal
7499,107,2,1,1,Normal
6393,88,3,2,1,Normal
7577,98,3,3,3,Normal
2313,6,2,2,2,Normal
1067,23,3,2,3,Normal
9901,88,3,1,1,Normal
9431,287,2,3,1,Normal
9949,156,2,3,2,Normal
3189,271,3,3,3,Normal
1397,97,3,3,1,Normal
3329,83,3,3,1,Fraud
9216,316,3,1,2,Fraud
4504,255,2,3,3,Normal
6515,22,2,3,1,Fraud
1641,207,2,1,1,Fraud
7120,184,1,2,2,Normal
1250,284,3,2,2,Normal
5752,143,3,1,1,Normal
1132,64,1,3,1,Fraud
7527,163,3,3,3,Fraud
5772,185,1,2,2,Normal
1681,187,3,3,1,Normal
5431,23,1,1,1,Fraud
4162,255,2,1,3,Normal
9765,218,1,3,1,Fraud
3030,138,3,2,1,Normal
1686,37,3,2,3,Normal
7226,46,2,3,1,Normal
4850,124,2,2,3,Normal
7457,213,3,2,3,Normal
5950,97,3,3,3,Normal
8916,219,2,1,2,Normal
1633,64,3,3,3,Normal
8889,63,3,1,1,Fraud
7595,94,2,1,1,Normal
6830,201,1,2,1,Normal
7924,252,1,2,3,Normal
5807,111,1,2,1,Normal
1633,230,1,3,3,Normal
5583,165,3,2,3,Normal
4442,184,3,3,3,Fraud
8341,55,2,1,2,Normal
6547,126,3,2,3,Normal
7643,43,1,1,3,Normal
8732,294,3,2,3,Normal
8713,146,2,1,3,Normal
6566,9,3,3,3,Fraud
4011,250,3,3,1,Fraud
7320,135,3,2,1,Normal
9022,246,2,2,2,Fraud
8939,24,3,3,2,Normal
7889,302,1,2,3,Normal
4787,145,1,3,2,Normal
7337,53,2,3,3,Normal
6944,80,1,2,2,Fraud
1541,225,2,1,1,Normal
2475,30,1,2,3,Fraud
4635,53,2,2,3,Fraud
1367,308,3,1,1,Fraud
6356,173,2,1,2,Fraud
3390,163,3,2,3,Fraud
2260,215,1,1,3,Normal
1665,88,1,3,1,Fraud
3685,278,3,2,1,Fraud
3884,147,2,1,2,Fraud
8654,260,1,3,3,Normal
7428,210,1,3,3,Normal
8828,266,1,1,3,Fraud
3951,55,1,1,3,Fraud
6870,111,2,1,3,Normal
3759,257,3,2,1,Fraud
8263,286,2,1,3,Fraud
9200,31,3,2,1,Fraud
3300,168,2,2,3,Normal
8798,22,3,1,1,Normal
2248,26,3,2,1,Normal
7059,7,2,1,2,Normal
1083,39,3,3,1,Normal
8088,213,2,3,2,Normal
1457,216,3,1,2,Fraud
1331,157,3,2,1,Fraud
4546,198,3,1,1,Normal
9353,193,2,2,2,Normal
8390,209,1,2,1,Normal
3841,305,2,1,2,Fraud
5476,172,2,3,3,Normal
9301,142,2,1,2,Normal
7652,26,3,2,2,Fraud
5279,29,2,1,1,Fraud
7278,56,2,1,3,Normal
8329,133,3,1,1,Normal
7244,50,1,1,1,Fraud
4826,95,2,3,1,Normal
5935,250,3,1,1,Normal
4001,24,1,1,2,Fraud
8857,125,3,2,3,Fraud
1009,201,3,1,2,Fraud
2472,224,3,2,3,Normal
7184,301,3,2,2,Normal
8364,313,3,1,2,Normal
1167,4,3,3,1,Normal
6000,166,1,3,1,Normal
2815,184,3,1,1,Fraud
6091,130,3,3,2,Fraud
3283,116,1,3,3,Normal
7018,262,3,2,2,Fraud
2981,250,2,2,1,Fraud
9388,198,2,3,2,Fraud
6844,15,1,1,2,Normal
1915,9,1,2,3,Normal
4773,58,3,3,2,Fraud
9014,155,1,1,3,Fraud
3956,192,3,2,3,Normal
2385,267,1,3,1,Normal
6868,157,1,1,2,Normal
8887,171,2,1,3,Fraud
